lat,lon,name,admin1,admin2,cc
13.751,100.492,พระบรมมหาราชวัง,กรุงเทพมหานคร,พระนคร,TH
13.744,100.499,วังบูรพาภิรมย์,กรุงเทพมหานคร,พระนคร,TH
13.75,100.499,วัดราชบพิธ,กรุงเทพมหานคร,พระนคร,TH
13.751,100.503,สำราญราษฎร์,กรุงเทพมหานคร,พระนคร,TH
13.754,100.497,ศาลเจ้าพ่อเสือ,กรุงเทพมหานคร,พระนคร,TH
13.753,100.5,เสาชิงช้า,กรุงเทพมหานคร,พระนคร,TH
13.757,100.501,บวรนิเวศ,กรุงเทพมหานคร,พระนคร,TH
13.76,100.498,ตลาดยอด,กรุงเทพมหานคร,พระนคร,TH
13.762,100.495,ชนะสงคราม,กรุงเทพมหานคร,พระนคร,TH
13.762,100.503,บ้านพานถม,กรุงเทพมหานคร,พระนคร,TH
13.765,100.505,บางขุนพรหม,กรุงเทพมหานคร,พระนคร,TH
13.768,100.499,วัดสามพระยา,กรุงเทพมหานคร,พระนคร,TH
13.772,100.513,ดุสิต,กรุงเทพมหานคร,ดุสิต,TH
13.778,100.505,วชิรพยาบาล,กรุงเทพมหานคร,ดุสิต,TH
13.767,100.52,สวนจิตรลดา,กรุงเทพมหานคร,ดุสิต,TH
13.758,100.517,สี่แยกมหานาค,กรุงเทพมหานคร,ดุสิต,TH
13.789,100.522,ถนนนครไชยศรี,กรุงเทพมหานคร,ดุสิต,TH
13.823,100.897,กระทุ่มราย,กรุงเทพมหานคร,หนองจอก,TH
13.869,100.885,หนองจอก,กรุงเทพมหานคร,หนองจอก,TH
13.914,100.82,คลองสิบ,กรุงเทพมหานคร,หนองจอก,TH
13.914,100.88,คลองสิบสอง,กรุงเทพมหานคร,หนองจอก,TH
13.84,100.836,โคกแฝด,กรุงเทพมหานคร,หนองจอก,TH
13.872,100.81,คู้ฝั่งเหนือ,กรุงเทพมหานคร,หนองจอก,TH
13.797,100.844,ลำผักชี,กรุงเทพมหานคร,หนองจอก,TH
13.781,100.877,ลำต้อยติ่ง,กรุงเทพมหานคร,หนองจอก,TH
13.734,100.52,มหาพฤฒาราม,กรุงเทพมหานคร,บางรัก,TH
13.73,100.525,สีลม,กรุงเทพมหานคร,บางรัก,TH
13.724,100.53,สุริยวงศ์,กรุงเทพมหานคร,บางรัก,TH
13.727,100.527,บางรัก,กรุงเทพมหานคร,บางรัก,TH
13.725,100.514,สี่พระยา,กรุงเทพมหานคร,บางรัก,TH
13.868,100.606,อนุสาวรีย์,กรุงเทพมหานคร,บางเขน,TH
13.866,100.65,ท่าแร้ง,กรุงเทพมหานคร,บางเขน,TH
13.786,100.635,คลองจั่น,กรุงเทพมหานคร,บางกะปิ,TH
13.756,100.66,หัวหมาก,กรุงเทพมหานคร,บางกะปิ,TH
13.744,100.52,รองเมือง,กรุงเทพมหานคร,ปทุมวัน,TH
13.742,100.526,วังใหม่,กรุงเทพมหานคร,ปทุมวัน,TH
13.74,100.535,ปทุมวัน,กรุงเทพมหานคร,ปทุมวัน,TH
13.736,100.546,ลุมพินี,กรุงเทพมหานคร,ปทุมวัน,TH
13.743,100.514,ป้อมปราบ,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,TH
13.749,100.512,วัดเทพศิรินทร์,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,TH
13.753,100.513,คลองมหานาค,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,TH
13.752,100.507,บ้านบาตร,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,TH
13.759,100.511,วัดโสมนัส,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,TH
13.692,100.626,บางจาก,กรุงเทพมหานคร,พระโขนง,TH
13.804,100.723,มีนบุรี,กรุงเทพมหานคร,มีนบุรี,TH
13.812,100.774,แสนแสบ,กรุงเทพมหานคร,มีนบุรี,TH
13.723,100.771,ลาดกระบัง,กรุงเทพมหานคร,ลาดกระบัง,TH
13.753,100.723,คลองสองต้นนุ่น,กรุงเทพมหานคร,ลาดกระบัง,TH
13.753,100.754,คลองสามประเวศ,กรุงเทพมหานคร,ลาดกระบัง,TH
13.765,100.817,ลำปลาทิว,กรุงเทพมหานคร,ลาดกระบัง,TH
13.728,100.815,ทับยาว,กรุงเทพมหานคร,ลาดกระบัง,TH
13.736,100.855,ขุมทอง,กรุงเทพมหานคร,ลาดกระบัง,TH
13.682,100.533,ช่องนนทรี,กรุงเทพมหานคร,ยานนาวา,TH
13.697,100.544,บางโพงพาง,กรุงเทพมหานคร,ยานนาวา,TH
13.741,100.504,จักรวรรดิ,กรุงเทพมหานคร,สัมพันธวงศ์,TH
13.739,100.511,สัมพันธวงศ์,กรุงเทพมหานคร,สัมพันธวงศ์,TH
13.734,100.513,ตลาดน้อย,กรุงเทพมหานคร,สัมพันธวงศ์,TH
13.782,100.545,สามเสนใน,กรุงเทพมหานคร,พญาไท,TH
13.737,100.493,วัดกัลยาณ์,กรุงเทพมหานคร,ธนบุรี,TH
13.731,100.49,หิรัญรูจี,กรุงเทพมหานคร,ธนบุรี,TH
13.72,100.482,บางยี่เรือ,กรุงเทพมหานคร,ธนบุรี,TH
13.707,100.486,บุคคโล,กรุงเทพมหานคร,ธนบุรี,TH
13.715,100.473,ตลาดพลู,กรุงเทพมหานคร,ธนบุรี,TH
,,ดาวคะนอง,กรุงเทพมหานคร,ธนบุรี,TH
,,สำเหร่,กรุงเทพมหานคร,ธนบุรี,TH
13.743,100.486,วัดอรุณ,กรุงเทพมหานคร,บางกอกใหญ่,TH
13.733,100.475,วัดท่าพระ,กรุงเทพมหานคร,บางกอกใหญ่,TH
13.769,100.577,ห้วยขวาง,กรุงเทพมหานคร,ห้วยขวาง,TH
13.752,100.586,บางกะปิ,กรุงเทพมหานคร,ห้วยขวาง,TH
13.796,100.579,สามเสนนอก,กรุงเทพมหานคร,ห้วยขวาง,TH
13.731,100.497,สมเด็จเจ้าพระยา,กรุงเทพมหานคร,คลองสาน,TH
13.735,100.504,คลองสาน,กรุงเทพมหานคร,คลองสาน,TH
13.715,100.501,บางลำภูล่าง,กรุงเทพมหานคร,คลองสาน,TH
13.725,100.508,คลองต้นไทร,กรุงเทพมหานคร,คลองสาน,TH
13.76,100.456,คลองชักพระ,กรุงเทพมหานคร,ตลิ่งชัน,TH
13.789,100.459,ตลิ่งชัน,กรุงเทพมหานคร,ตลิ่งชัน,TH
13.786,100.432,ฉิมพลี,กรุงเทพมหานคร,ตลิ่งชัน,TH
13.752,100.442,บางพรม,กรุงเทพมหานคร,ตลิ่งชัน,TH
13.767,100.431,บางระมาด,กรุงเทพมหานคร,ตลิ่งชัน,TH
13.751,100.419,บางเชือกหนัง,กรุงเทพมหานคร,ตลิ่งชัน,TH
13.759,100.481,ศิริราช,กรุงเทพมหานคร,บางกอกน้อย,TH
13.752,100.477,บ้านช่างหล่อ,กรุงเทพมหานคร,บางกอกน้อย,TH
13.774,100.466,บางขุนนนท์,กรุงเทพมหานคร,บางกอกน้อย,TH
13.76,100.463,บางขุนศรี,กรุงเทพมหานคร,บางกอกน้อย,TH
13.772,100.477,อรุณอมรินทร์,กรุงเทพมหานคร,บางกอกน้อย,TH
13.555,100.434,ท่าข้าม,กรุงเทพมหานคร,บางขุนเทียน,TH
13.605,100.395,แสมดำ,กรุงเทพมหานคร,บางขุนเทียน,TH
13.714,100.443,บางหว้า,กรุงเทพมหานคร,ภาษีเจริญ,TH
13.723,100.437,บางด้วน,กรุงเทพมหานคร,ภาษีเจริญ,TH
13.727,100.45,บางจาก,กรุงเทพมหานคร,ภาษีเจริญ,TH
13.736,100.445,บางแวก,กรุงเทพมหานคร,ภาษีเจริญ,TH
13.738,100.423,คลองขวาง,กรุงเทพมหานคร,ภาษีเจริญ,TH
13.722,100.464,ปากคลองภาษีเจริญ,กรุงเทพมหานคร,ภาษีเจริญ,TH
13.727,100.457,คูหาสวรรค์,กรุงเทพมหานคร,ภาษีเจริญ,TH
13.68,100.358,หนองแขม,กรุงเทพมหานคร,หนองแขม,TH
13.714,100.351,หนองค้างพลู,กรุงเทพมหานคร,หนองแขม,TH
13.67,100.51,ราษฎร์บูรณะ,กรุงเทพมหานคร,ราษฎร์บูรณะ,TH
13.675,100.491,บางปะกอก,กรุงเทพมหานคร,ราษฎร์บูรณะ,TH
13.791,100.487,บางพลัด,กรุงเทพมหานคร,บางพลัด,TH
13.802,100.512,บางอ้อ,กรุงเทพมหานคร,บางพลัด,TH
13.781,100.482,บางบำหรุ,กรุงเทพมหานคร,บางพลัด,TH
13.774,100.492,บางยี่ขัน,กรุงเทพมหานคร,บางพลัด,TH
13.778,100.567,ดินแดง,กรุงเทพมหานคร,ดินแดง,TH
13.808,100.65,คลองกุ่ม,กรุงเทพมหานคร,บึงกุ่ม,TH
,,นวมินทร์,กรุงเทพมหานคร,บึงกุ่ม,TH
,,นวลจันทร์,กรุงเทพมหานคร,บึงกุ่ม,TH
13.71,100.532,ทุ่งวัดดอน,กรุงเทพมหานคร,สาทร,TH
13.714,100.514,ยานนาวา,กรุงเทพมหานคร,สาทร,TH
13.718,100.541,ทุ่งมหาเมฆ,กรุงเทพมหานคร,สาทร,TH
13.82,100.529,บางซื่อ,กรุงเทพมหานคร,บางซื่อ,TH
,,วงศ์สว่าง,กรุงเทพมหานคร,บางซื่อ,TH
13.826,100.565,ลาดยาว,กรุงเทพมหานคร,จตุจักร,TH
,,เสนานิคม,กรุงเทพมหานคร,จตุจักร,TH
,,จันทรเกษม,กรุงเทพมหานคร,จตุจักร,TH
,,จอมพล,กรุงเทพมหานคร,จตุจักร,TH
,,จตุจักร,กรุงเทพมหานคร,จตุจักร,TH
13.696,100.494,บางคอแหลม,กรุงเทพมหานคร,บางคอแหลม,TH
13.706,100.508,วัดพระยาไกร,กรุงเทพมหานคร,บางคอแหลม,TH
13.694,100.516,บางโคล่,กรุงเทพมหานคร,บางคอแหลม,TH
13.719,100.664,ประเวศ,กรุงเทพมหานคร,ประเวศ,TH
13.687,100.656,หนองบอน,กรุงเทพมหานคร,ประเวศ,TH
13.68,100.689,ดอกไม้,กรุงเทพมหานคร,ประเวศ,TH
13.71,100.57,คลองเตย,กรุงเทพมหานคร,คลองเตย,TH
13.723,100.571,คลองตัน,กรุงเทพมหานคร,คลองเตย,TH
13.707,100.595,พระโขนง,กรุงเทพมหานคร,คลองเตย,TH
13.726,100.628,สวนหลวง,กรุงเทพมหานคร,สวนหลวง,TH
13.694,100.45,บางขุนเทียน,กรุงเทพมหานคร,จอมทอง,TH
13.702,100.476,บางค้อ,กรุงเทพมหานคร,จอมทอง,TH
13.672,100.468,บางมด,กรุงเทพมหานคร,จอมทอง,TH
13.693,100.468,จอมทอง,กรุงเทพมหานคร,จอมทอง,TH
13.925,100.593,สีกัน,กรุงเทพมหานคร,ดอนเมือง,TH
,,ดอนเมือง,กรุงเทพมหานคร,ดอนเมือง,TH
,,สนามบิน,กรุงเทพมหานคร,ดอนเมือง,TH
13.763,100.53,ทุ่งพญาไท,กรุงเทพมหานคร,ราชเทวี,TH
13.757,100.538,ถนนพญาไท,กรุงเทพมหานคร,ราชเทวี,TH
13.752,100.559,ถนนเพชรบุรี,กรุงเทพมหานคร,ราชเทวี,TH
13.752,100.528,มักกะสัน,กรุงเทพมหานคร,ราชเทวี,TH
13.811,100.612,ลาดพร้าว,กรุงเทพมหานคร,ลาดพร้าว,TH
13.84,100.6,จรเข้บัว,กรุงเทพมหานคร,ลาดพร้าว,TH
13.743,100.56,คลองเตยเหนือ,กรุงเทพมหานคร,วัฒนา,TH
13.736,100.576,คลองตันเหนือ,กรุงเทพมหานคร,วัฒนา,TH
13.719,100.596,พระโขนงเหนือ,กรุงเทพมหานคร,วัฒนา,TH
13.698,100.409,บางแค,กรุงเทพมหานคร,บางแค,TH
13.72,100.4,บางแคเหนือ,กรุงเทพมหานคร,บางแค,TH
13.741,100.385,บางไผ่,กรุงเทพมหานคร,บางแค,TH
13.683,100.396,หลักสอง,กรุงเทพมหานคร,บางแค,TH
13.883,100.564,ทุ่งสองห้อง,กรุงเทพมหานคร,หลักสี่,TH
13.871,100.58,ตลาดบางเขน,กรุงเทพมหานคร,หลักสี่,TH
13.921,100.654,สายไหม,กรุงเทพมหานคร,สายไหม,TH
13.896,100.672,ออเงิน,กรุงเทพมหานคร,สายไหม,TH
13.898,100.63,คลองถนน,กรุงเทพมหานคร,สายไหม,TH
13.821,100.677,คันนายาว,กรุงเทพมหานคร,คันนายาว,TH
,,รามอินทรา,กรุงเทพมหานคร,คันนายาว,TH
13.761,100.688,สะพานสูง,กรุงเทพมหานคร,สะพานสูง,TH
13.779,100.609,วังทองหลาง,กรุงเทพมหานคร,วังทองหลาง,TH
,,สะพานสอง,กรุงเทพมหานคร,วังทองหลาง,TH
,,คลองเจ้าคุณสิงห์,กรุงเทพมหานคร,วังทองหลาง,TH
,,พลับพลา,กรุงเทพมหานคร,วังทองหลาง,TH
13.889,100.708,สามวาตะวันตก,กรุงเทพมหานคร,คลองสามวา,TH
13.896,100.76,สามวาตะวันออก,กรุงเทพมหานคร,คลองสามวา,TH
13.839,100.7,บางชัน,กรุงเทพมหานคร,คลองสามวา,TH
13.854,100.745,ทรายกองดิน,กรุงเทพมหานคร,คลองสามวา,TH
13.861,100.786,ทรายกองดินใต้,กรุงเทพมหานคร,คลองสามวา,TH
13.672,100.616,บางนา,กรุงเทพมหานคร,บางนา,TH
13.758,100.348,ทวีวัฒนา,กรุงเทพมหานคร,ทวีวัฒนา,TH
13.783,100.39,ศาลาธรรมสพน์,กรุงเทพมหานคร,ทวีวัฒนา,TH
13.651,100.51,บางมด,กรุงเทพมหานคร,ทุ่งครุ,TH
13.614,100.497,ทุ่งครุ,กรุงเทพมหานคร,ทุ่งครุ,TH
13.646,100.37,บางบอน,กรุงเทพมหานคร,บางบอน,TH
,,ปากน้ำ,สมุทรปราการ,เมืองสมุทรปราการ,TH
13.649,100.617,สำโรงเหนือ,สมุทรปราการ,เมืองสมุทรปราการ,TH
13.601,100.622,บางเมือง,สมุทรปราการ,เมืองสมุทรปราการ,TH
13.556,100.599,ท้ายบ้าน,สมุทรปราการ,เมืองสมุทรปราการ,TH
13.526,100.67,บางปูใหม่,สมุทรปราการ,เมืองสมุทรปราการ,TH
13.564,100.653,แพรกษา,สมุทรปราการ,เมืองสมุทรปราการ,TH
13.623,100.565,บางโปรง,สมุทรปราการ,เมืองสมุทรปราการ,TH
,,บางปู,สมุทรปราการ,เมืองสมุทรปราการ,TH
13.622,100.581,บางด้วน,สมุทรปราการ,เมืองสมุทรปราการ,TH
,,บางเมืองใหม่,สมุทรปราการ,เมืองสมุทรปราการ,TH
13.634,100.61,เทพารักษ์,สมุทรปราการ,เมืองสมุทรปราการ,TH
13.572,100.621,ท้ายบ้านใหม่,สมุทรปราการ,เมืองสมุทรปราการ,TH
13.559,100.691,แพรกษาใหม่,สมุทรปราการ,เมืองสมุทรปราการ,TH
13.611,100.862,บางบ่อ,สมุทรปราการ,บางบ่อ,TH
13.639,100.904,บ้านระกาศ,สมุทรปราการ,บางบ่อ,TH
13.574,100.9,บางพลีน้อย,สมุทรปราการ,บางบ่อ,TH
13.545,100.805,บางเพรียง,สมุทรปราการ,บางบ่อ,TH
13.511,100.835,คลองด่าน,สมุทรปราการ,บางบ่อ,TH
13.659,100.925,คลองสวน,สมุทรปราการ,บางบ่อ,TH
13.672,100.881,เปร็ง,สมุทรปราการ,บางบ่อ,TH
13.624,100.935,คลองนิยมยาตรา,สมุทรปราการ,บางบ่อ,TH
13.618,100.694,บางพลีใหญ่,สมุทรปราการ,บางพลี,TH
13.642,100.662,บางแก้ว,สมุทรปราการ,บางพลี,TH
13.561,100.739,บางปลา,สมุทรปราการ,บางพลี,TH
13.623,100.755,บางโฉลง,สมุทรปราการ,บางพลี,TH
13.681,100.733,ราชาเทวะ,สมุทรปราการ,บางพลี,TH
13.678,100.75,หนองปรือ,สมุทรปราการ,บางพลี,TH
13.671,100.52,ตลาด,สมุทรปราการ,พระประแดง,TH
,,บางพึ่ง,สมุทรปราการ,พระประแดง,TH
13.616,100.536,บางจาก,สมุทรปราการ,พระประแดง,TH
13.631,100.526,บางครุ,สมุทรปราการ,พระประแดง,TH
13.645,100.546,บางหญ้าแพรก,สมุทรปราการ,พระประแดง,TH
13.625,100.549,บางหัวเสือ,สมุทรปราการ,พระประแดง,TH
,,สำโรงใต้,สมุทรปราการ,พระประแดง,TH
13.679,100.558,บางยอ,สมุทรปราการ,พระประแดง,TH
13.697,100.561,บางกะเจ้า,สมุทรปราการ,พระประแดง,TH
13.679,100.578,บางน้ำผึ้ง,สมุทรปราการ,พระประแดง,TH
13.666,100.566,บางกระสอบ,สมุทรปราการ,พระประแดง,TH
13.693,100.577,บางกอบัว,สมุทรปราการ,พระประแดง,TH
13.665,100.545,ทรงคนอง,สมุทรปราการ,พระประแดง,TH
13.659,100.584,สำโรง,สมุทรปราการ,พระประแดง,TH
13.653,100.564,สำโรงกลาง,สมุทรปราการ,พระประแดง,TH
13.53,100.494,นาเกลือ,สมุทรปราการ,พระสมุทรเจดีย์,TH
13.571,100.476,บ้านคลองสวน,สมุทรปราการ,พระสมุทรเจดีย์,TH
13.539,100.559,แหลมฟ้าผ่า,สมุทรปราการ,พระสมุทรเจดีย์,TH
13.606,100.567,ปากคลองบางปลากด,สมุทรปราการ,พระสมุทรเจดีย์,TH
13.588,100.541,ในคลองบางปลากด,สมุทรปราการ,พระสมุทรเจดีย์,TH
13.6,100.815,บางเสาธง,สมุทรปราการ,บางเสาธง,TH
13.689,100.799,ศีรษะจรเข้น้อย,สมุทรปราการ,บางเสาธง,TH
13.641,100.803,ศีรษะจรเข้ใหญ่,สมุทรปราการ,บางเสาธง,TH
13.842,100.494,สวนใหญ่,นนทบุรี,เมืองนนทบุรี,TH
13.85,100.509,ตลาดขวัญ,นนทบุรี,เมืองนนทบุรี,TH
13.835,100.516,บางเขน,นนทบุรี,เมืองนนทบุรี,TH
13.869,100.491,บางกระสอ,นนทบุรี,เมืองนนทบุรี,TH
13.884,100.501,ท่าทราย,นนทบุรี,เมืองนนทบุรี,TH
13.823,100.492,บางไผ่,นนทบุรี,เมืองนนทบุรี,TH
13.841,100.475,บางศรีเมือง,นนทบุรี,เมืองนนทบุรี,TH
13.835,100.438,บางกร่าง,นนทบุรี,เมืองนนทบุรี,TH
13.87,100.472,ไทรม้า,นนทบุรี,เมืองนนทบุรี,TH
13.859,100.464,บางรักน้อย,นนทบุรี,เมืองนนทบุรี,TH
13.802,100.476,วัดชลอ,นนทบุรี,บางกรวย,TH
13.809,100.499,บางกรวย,นนทบุรี,บางกรวย,TH
13.818,100.479,บางสีทอง,นนทบุรี,บางกรวย,TH
13.811,100.453,บางขนุน,นนทบุรี,บางกรวย,TH
13.821,100.444,บางขุนกอง,นนทบุรี,บางกรวย,TH
13.822,100.417,บางคูเวียง,นนทบุรี,บางกรวย,TH
13.806,100.434,มหาสวัสดิ์,นนทบุรี,บางกรวย,TH
13.814,100.402,ปลายบาง,นนทบุรี,บางกรวย,TH
13.81,100.358,ศาลากลาง,นนทบุรี,บางกรวย,TH
13.838,100.406,บางม่วง,นนทบุรี,บางใหญ่,TH
13.868,100.381,บางแม่นาง,นนทบุรี,บางใหญ่,TH
13.854,100.434,บางเลน,นนทบุรี,บางใหญ่,TH
13.875,100.404,เสาธงหิน,นนทบุรี,บางใหญ่,TH
13.837,100.375,บางใหญ่,นนทบุรี,บางใหญ่,TH
13.861,100.333,บ้านใหม่,นนทบุรี,บางใหญ่,TH
13.914,100.422,โสนลอย,นนทบุรี,บางบัวทอง,TH
13.944,100.39,บางบัวทอง,นนทบุรี,บางบัวทอง,TH
13.878,100.438,บางรักใหญ่,นนทบุรี,บางบัวทอง,TH
13.907,100.351,บางคูรัด,นนทบุรี,บางบัวทอง,TH
13.964,100.401,ละหาร,นนทบุรี,บางบัวทอง,TH
13.97,100.416,ลำโพ,นนทบุรี,บางบัวทอง,TH
13.934,100.366,พิมลราช,นนทบุรี,บางบัวทอง,TH
13.894,100.41,บางรักพัฒนา,นนทบุรี,บางบัวทอง,TH
13.976,100.344,ไทรน้อย,นนทบุรี,ไทรน้อย,TH
14.088,100.329,ราษฎร์นิยม,นนทบุรี,ไทรน้อย,TH
13.906,100.322,หนองเพรางาย,นนทบุรี,ไทรน้อย,TH
14.085,100.292,ไทรใหญ่,นนทบุรี,ไทรน้อย,TH
14.005,100.287,ขุนศรี,นนทบุรี,ไทรน้อย,TH
14.004,100.306,คลองขวาง,นนทบุรี,ไทรน้อย,TH
13.942,100.312,ทวีวัฒนา,นนทบุรี,ไทรน้อย,TH
13.912,100.506,ปากเกร็ด,นนทบุรี,ปากเกร็ด,TH
13.896,100.521,บางตลาด,นนทบุรี,ปากเกร็ด,TH
13.93,100.546,บ้านใหม่,นนทบุรี,ปากเกร็ด,TH
13.927,100.516,บางพูด,นนทบุรี,ปากเกร็ด,TH
13.931,100.492,บางตะไนย์,นนทบุรี,ปากเกร็ด,TH
13.93,100.479,คลองพระอุดม,นนทบุรี,ปากเกร็ด,TH
13.894,100.48,ท่าอิฐ,นนทบุรี,ปากเกร็ด,TH
13.91,100.472,เกาะเกร็ด,นนทบุรี,ปากเกร็ด,TH
13.909,100.453,อ้อมเกร็ด,นนทบุรี,ปากเกร็ด,TH
13.959,100.45,คลองข่อย,นนทบุรี,ปากเกร็ด,TH
13.929,100.458,บางพลับ,นนทบุรี,ปากเกร็ด,TH
13.902,100.55,คลองเกลือ,นนทบุรี,ปากเกร็ด,TH
14.012,100.528,บางปรอก,ปทุมธานี,เมืองปทุมธานี,TH
13.963,100.553,บ้านใหม่,ปทุมธานี,เมืองปทุมธานี,TH
14.001,100.558,บ้านกลาง,ปทุมธานี,เมืองปทุมธานี,TH
14.029,100.507,บ้านฉาง,ปทุมธานี,เมืองปทุมธานี,TH
14.031,100.552,บ้านกระแชง,ปทุมธานี,เมืองปทุมธานี,TH
13.967,100.523,บางขะแยง,ปทุมธานี,เมืองปทุมธานี,TH
13.963,100.495,บางคูวัด,ปทุมธานี,เมืองปทุมธานี,TH
14.007,100.509,บางหลวง,ปทุมธานี,เมืองปทุมธานี,TH
13.99,100.487,บางเดื่อ,ปทุมธานี,เมืองปทุมธานี,TH
14.035,100.572,บางพูด,ปทุมธานี,เมืองปทุมธานี,TH
13.988,100.594,บางพูน,ปทุมธานี,เมืองปทุมธานี,TH
13.983,100.537,บางกะดี,ปทุมธานี,เมืองปทุมธานี,TH
14.018,100.568,สวนพริกไทย,ปทุมธานี,เมืองปทุมธานี,TH
13.963,100.59,หลักหก,ปทุมธานี,เมืองปทุมธานี,TH
14.066,100.607,คลองหนึ่ง,ปทุมธานี,คลองหลวง,TH
14.079,100.642,คลองสอง,ปทุมธานี,คลองหลวง,TH
14.087,100.664,คลองสาม,ปทุมธานี,คลองหลวง,TH
14.097,100.687,คลองสี่,ปทุมธานี,คลองหลวง,TH
14.106,100.71,คลองห้า,ปทุมธานี,คลองหลวง,TH
14.117,100.733,คลองหก,ปทุมธานี,คลองหลวง,TH
14.125,100.75,คลองเจ็ด,ปทุมธานี,คลองหลวง,TH
13.987,100.632,ประชาธิปัตย์,ปทุมธานี,ธัญบุรี,TH
13.999,100.687,บึงยี่โถ,ปทุมธานี,ธัญบุรี,TH
14.018,100.731,รังสิต,ปทุมธานี,ธัญบุรี,TH
14.036,100.779,ลำผักกูด,ปทุมธานี,ธัญบุรี,TH
14.052,100.824,บึงสนั่น,ปทุมธานี,ธัญบุรี,TH
14.071,100.88,บึงน้ำรักษ์,ปทุมธานี,ธัญบุรี,TH
14.112,100.824,บึงบา,ปทุมธานี,หนองเสือ,TH
14.087,100.778,บึงบอน,ปทุมธานี,หนองเสือ,TH
14.2,100.824,บึงกาสาม,ปทุมธานี,หนองเสือ,TH
14.172,100.778,บึงชำอ้อ,ปทุมธานี,หนองเสือ,TH
14.13,100.881,หนองสามวัง,ปทุมธานี,หนองเสือ,TH
14.244,100.928,ศาลาครุ,ปทุมธานี,หนองเสือ,TH
14.223,100.866,นพรัตน์,ปทุมธานี,หนองเสือ,TH
14.059,100.396,ระแหง,ปทุมธานี,ลาดหลุมแก้ว,TH
14.006,100.41,ลาดหลุมแก้ว,ปทุมธานี,ลาดหลุมแก้ว,TH
14.047,100.467,คูบางหลวง,ปทุมธานี,ลาดหลุมแก้ว,TH
14.068,100.437,คูขวาง,ปทุมธานี,ลาดหลุมแก้ว,TH
13.99,100.449,คลองพระอุดม,ปทุมธานี,ลาดหลุมแก้ว,TH
14.102,100.383,บ่อเงิน,ปทุมธานี,ลาดหลุมแก้ว,TH
14.034,100.359,หน้าไม้,ปทุมธานี,ลาดหลุมแก้ว,TH
13.955,100.641,คูคต,ปทุมธานี,ลำลูกกา,TH
13.958,100.685,ลาดสวาย,ปทุมธานี,ลำลูกกา,TH
13.961,100.731,บึงคำพร้อย,ปทุมธานี,ลำลูกกา,TH
13.972,100.774,ลำลูกกา,ปทุมธานี,ลำลูกกา,TH
13.984,100.82,บึงทองหลาง,ปทุมธานี,ลำลูกกา,TH
13.973,100.861,ลำไทร,ปทุมธานี,ลำลูกกา,TH
14.029,100.862,บึงคอไห,ปทุมธานี,ลำลูกกา,TH
13.975,100.896,พืชอุดม,ปทุมธานี,ลำลูกกา,TH
14.062,100.504,บางเตย,ปทุมธานี,สามโคก,TH
14.097,100.478,คลองควาย,ปทุมธานี,สามโคก,TH
14.052,100.529,สามโคก,ปทุมธานี,สามโคก,TH
14.043,100.544,กระแชง,ปทุมธานี,สามโคก,TH
14.042,100.515,บางโพธิ์เหนือ,ปทุมธานี,สามโคก,TH
14.057,100.574,เชียงรากใหญ่,ปทุมธานี,สามโคก,TH
14.067,100.546,บ้านปทุม,ปทุมธานี,สามโคก,TH
14.084,100.539,บ้านงิ้ว,ปทุมธานี,สามโคก,TH
14.105,100.567,เชียงรากน้อย,ปทุมธานี,สามโคก,TH
14.103,100.538,บางกระบือ,ปทุมธานี,สามโคก,TH
14.105,100.496,ท้ายเกาะ,ปทุมธานี,สามโคก,TH
14.349,100.551,ประตูชัย,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.341,100.581,กะมัง,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.354,100.578,หอรัตนไชย,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.368,100.578,หัวรอ,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.361,100.552,ท่าวาสุกรี,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.356,100.589,ไผ่ลิง,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.31,100.532,ปากกราน,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.365,100.542,ภูเขาทอง,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.34,100.57,สำเภาล่ม,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.391,100.558,สวนพริก,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.331,100.554,คลองตะเคียน,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.39,100.539,วัดตูม,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.371,100.6,หันตรา,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.376,100.548,ลุมพลี,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.39,100.521,บ้านใหม่,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.389,100.582,บ้านเกาะ,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
14.334,100.595,คลองสวนพลู,พระนครศรีอยุธยา,พระนครศรีอยุธยา,TH
